id,股票简称,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业,收益,总股本,ROE,净利率(%),负债率(%),同比(%),每股净资产,毛利率,PE(动),净利润,总营收,总值,流值
300599,雄塑科技,7.86,1.813471503,449.6169253,-1646.215716,1.25180215,66.81969691,1.74936727,8.78501658,装修建材,0.042845007,358131567,0.53,4.826406361,14.5662869,108.0978855,6.2789475,18.59978668,4586,15344149.55,317920796.6,2814914117,1628394062
300600,国瑞科技,11.88,1.192504259,2453.360552,-7512.874113,4.06799806,2377.694734,12.95935333,55.39171045,船舶制造,-0.019753558,294234480,-0.67,-14.04369554,25.66100071,24.53901836,2.9203554,33.9613409,-15035,-5812177.77,44677813.42,3495505622,2906860901
300601,康泰生物,30.23,1.374916164,-168.1207896,-254.4254952,3.93581868,-4.933201884,11.12731111,45.94203259,生物制品,0.183956069,1116912432,2.26,27.45422297,34.15365247,-24.90073386,7.68074,85.91130627,4108,205462820.3,748383301.4,33764262819,26643978463
300602,飞荣达,14.08,-0.635144672,80.39207028,74.35324407,2.8189518,-0.423942324,1.72572537,265.420933,消费电子,-0.049462294,507941948,-0.99,-3.573015965,58.0751537,-40.36782767,4.9947644,15.85512021,-7117,-25123973.77,773186473,7151822628,4451793111
300603,立昂技术,11.31,-2.667814114,-16.89592443,-16.06620518,3.51094605,-0.563511046,7.52311301,31.37116505,通信服务,0.04942582,465315498,2.62,13.25132162,38.01092098,232.7018486,3.221354,17.45048748,5721,22998600.11,165519319.2,5262718282,2864243883
300604,长川科技,40.18,-2.829504232,73.40962003,52.97813268,10.76407571,0.592663361,10.35540867,-664.9727393,半导体,-0.094139992,607943782,-2.52,-16.98560794,38.19347683,-180.4983905,3.7327868,55.99581386,-10670,-57231822.65,319997394.8,24427181161,18147049089
300605,恒锋信息,14.43,1.050420168,64.87508948,60.36507998,4.29593901,-5.710960038,4.48070949,-151.8887389,软件开发,0.025498714,164462984,0.74,4.403428622,56.65390876,-39.45708982,3.3589862,28.6498166,14148,4193594.61,106361879.6,2373200859,1625726729
300606,金太阳,16.23,-3.964497041,122.1482365,88.00433161,3.78967956,-4.600945526,6.30582153,51.19840804,通用设备,0.002891241,140128700,0.07,0.800024387,26.14332833,-94.68938102,4.282684,26.24766086,140338,405145.87,64584982.45,2274288801,1908362953
300607,拓斯达,12.04,0.24979184,43.45148628,32.0795318,2.25097812,0.137726053,1.05523409,-62.51218502,通用设备,0.028325217,425418634,0.51,1.443163854,64.15849519,-77.61768533,5.3487859,20.62926813,10627,12050075.3,799058889.4,5122040353,3435261673
300608,思特奇,9.73,-1.915322581,122.0042462,184.7082324,2.16123453,-2.823018435,3.8755667,78.52705522,软件开发,-0.138183725,327134029,-2.96,-61.45329329,38.86573406,16.38271765,4.5020565,33.41943251,-1760,-45204598.6,74608371.88,3183014102,1902748700
300609,汇纳科技,23.01,-2.582557155,-125.1108427,-74.78715831,2.70838804,0.179515104,8.07497618,719.9702155,互联网服务,-0.055223664,122439490,-0.65,-16.20317749,12.38223916,69.14532527,8.4958284,49.01378313,-10417,-6761557.23,55753203.37,2817332665,2338979524
300610,晨化股份,11.24,0,25.73629429,20.06329399,2.12668816,-1.392803587,2.29840505,23.49056556,塑料制品,0.070592154,212877000,1.35,6.149880355,15.72197111,-63.62764539,5.285213,16.90035465,3981,15027445.87,235688156.3,2392737480,1806909714
300611,美力科技,8.53,1.668653159,-59.07185568,-47.84360769,1.81242785,0.077395073,1.68382648,23.55063576,汽车零部件,0.042448776,211074680,0.9,2.047795398,43.38550061,395.8996892,4.7063942,19.76476493,5024,8959861.73,234101936.9,1800467020,1253229357
300612,宣亚国际,23.22,3.2,80.31218113,69.05528181,10.86856225,0.222908722,3.22401696,102.2529812,文化传媒,0.0081753,159039975,0.38,0.482030879,60.71743147,-85.21802444,2.1364371,15.7602946,71007,1300199.49,228350628.3,3692908220,3692908220
300613,富瀚微,59.61,0,38.61179335,34.43191705,6.09142554,4.553740774,6.81453006,27.22435548,半导体,0.254392975,229967404,2.03,12.82491001,26.18475965,-42.4198457,9.7858867,38.92914184,5858,58502092.14,415692262.9,13708356952,12921205353
300614,百川畅银,24.87,1.801064265,185.7707746,105.8808444,2.64919435,-4.838963071,9.3954414,22.45790567,环保行业,0.070306706,160434469,0.75,11.00625022,26.52029912,-58.96145766,9.3877597,23.13297216,8843,11279619.11,96461537.86,3990005244,2213531097
300615,欣天科技,15.92,-0.375469337,47.24045967,65.0546361,5.28154187,0.064600274,4.80312632,46.72345242,通信设备,0.124960783,189947200,4.24,14.90770158,34.09017551,282.3898048,3.0142713,28.46580499,3185,23735950.81,194080020.1,3023959424,2048354314
300616,尚品宅配,26.16,0.692840647,101.4599405,112.2602201,1.49089872,1.225933863,1.03173128,21.8986914,装修建材,-0.479740548,198675000,-2.7,-11.80419732,56.07078636,4.9164455,17.5464635,30.98161131,-1363,-95312453.42,808651937.5,5197338000,3404076854
300617,安靠智电,35.33,0.914024564,36.17887394,39.20036402,2.28190588,-1.849410674,7.2830953,171.6798621,电网设备,0.479310451,167996636,3.14,29.38542744,27.23677444,18.6292083,15.4826718,46.99389774,1843,80522543.33,277590245.3,5935321150,3683696087
300618,寒锐钴业,34.1,0.798108188,186.7450174,49.70526002,2.09310037,-5.570193251,2.27315577,6.05462337,能源金属,0.057301968,309617139,0.35,1.745672992,32.73994664,-89.78108479,16.291622,15.76272513,14877,17741671.24,1130528380,10557944440,9296100095
300619,金银河,63.3,-1.340399002,57.81662294,84.22463368,5.95092985,0.412020764,2.77111385,10.63819271,专用设备,0.240117201,88655041,2.21,4.006496317,73.31994489,332.757313,10.6369931,21.81247118,6591,21287600.31,475773390.4,5611864095,4556834956
300620,光库科技,50.49,-1.674780915,75.07099376,70.32475977,4.96994067,-7.899300816,12.61999541,115.6549236,通信设备,0.094463453,164081215,0.93,10.0004932,15.76469343,-32.45610385,9.959075,33.64323915,13362,15499678.21,154989138,8284460545,8112239610
300621,维业股份,10.82,3.739213806,1000.789524,339.3790282,2.90019871,-9.323707781,0.13865759,1.35491898,装修装饰,-0.041078288,208056700,-1.1,0.110721825,92.07655066,-105.3093778,3.7307788,4.43867527,-6585,-8546612.95,3504511659,2251173494,2118831055
300622,博士眼镜,24.27,0.705394191,39.84170634,55.95027479,5.80142849,-2.003264596,4.00189888,15.88972904,商业百货,0.215155064,173273648,5.3,12.37042646,31.49819175,440.9652373,4.1834524,59.46396291,2820,37280702.91,309760123.1,4205351437,2777184064
300623,捷捷微电,19.38,0.9375,49.07735646,39.70984017,4.31533682,-1.980747998,7.7041131,41.54207745,半导体,0.043122769,736525851,0.88,6.008446156,45.43017148,-68.35634973,4.4909588,34.81110089,11235,31761034.28,403374882,14273870992,12436211853
300624,万兴科技,141.19,-5.867057804,287.3329428,457.3650011,21.19392002,4.38763855,14.83277295,121.1091258,软件开发,0.156058819,133640325,2.32,7.038728268,39.93372483,686.2631099,6.6618162,95.71300587,22618,20855751.25,354720295.3,18868677487,16418901092
300625,三雄极光,13.39,-2.971014493,44.67786584,39.27722713,1.71904693,-0.051040207,1.67373394,30.09345495,家电行业,0.041929961,279331000,0.54,3.005660896,28.95847632,-49.5664343,7.7891998,32.60687899,7984,11712337.95,389675960,3740242090,2128604390
300626,华瑞股份,8.5,0.830367734,82.50549183,61.57205919,2.49696325,-2.795455871,2.5074724,25.26209751,电机,0.000610059,180000000,0.02,0.081809019,43.86292352,-98.28809493,3.404135,15.45004524,348327,109810.56,134227939.5,1530000000,1507062750
300627,华测导航,28.77,4.961692813,41.46795749,42.88508138,5.90849431,1.709373808,6.65865041,37.33402078,通信设备,0.146887451,538281587,3.07,15.36441333,32.52864703,18.49448492,4.8692608,59.17107562,4897,79066810.39,511847531.6,15486361258,12239697312
300628,亿联网络,56.15,-2.26283725,23.95035471,23.24795345,6.12075973,0.68963028,10.86926635,23.35225355,通信设备,0.46905294,901623135,5.23,47.59132613,5.808809535,-13.12006518,9.1736978,64.45925677,2993,422908982.2,888626177.4,50626139030,28943601644
300629,新劲刚,23.93,0.715488215,32.8146424,33.17514276,3.41837156,0.909954047,9.67458923,-30.91764655,通信设备,0.196664247,182329226,2.86,30.44554156,13.41240303,4.198598941,7.0004093,61.22414351,3042,35857639.91,117776324.8,4363138378,3496228972
300630,普利制药,19.41,-3.143712575,21.31946748,20.13620105,3.00174659,25.35891956,4.67524334,15.66119249,化学制药,0.31725057,436352522,4.49,37.09688932,52.56523219,-14.43019838,6.4662354,71.95301281,1530,138433086.4,373166292.2,8469602452,6251181029
300631,久吾高科,33.88,7.385103011,94.64100576,96.01817747,3.43501898,-3.916983718,5.37848416,-38.41989228,环保行业,0.042037649,122642024,0.43,3.781170798,33.05988963,13.91346617,9.8631187,22.77059086,20149,5155582.34,136024050.3,4155111773,4087594252
300632,光莆股份,11.09,0.090252708,73.70845222,64.44992622,1.80086118,-3.79498734,4.31445674,54.19113256,光学光电子,0.096133247,305181620,1.58,13.35283683,26.85206904,-18.35621724,6.1581649,35.20454864,2884,29338099.99,227799815.4,3384464166,2273585220
300633,开立医疗,55.55,8.432559047,52.32345438,64.68903314,8.16568039,1.008310669,12.8268727,50.95336221,医疗器械,0.321545317,430652785,4.93,29.27388,20.65797663,171.1093588,6.8028624,68.6006889,4319,138474386.3,473030518.4,23922762207,23922762207
300634,彩讯股份,29.59,-1.694352159,53.84229294,58.38090219,5.61363029,0.962971911,10.02954635,79.11443144,互联网服务,0.136581019,444011100,2.63,15.91584705,17.81773111,45.5205329,5.2710988,39.06298024,5416,60643488.61,383562571.2,13138288449,12425308078
300635,中达安,12.73,2.331189711,-9.82443719,-9.65871794,3.48691918,-0.002033915,2.9946574,-179.1020837,工程咨询服务,0.07714875,136322000,2.14,9.278083604,47.95465096,40.48252563,3.6507872,23.29039816,4125,10517071.9,130988151.9,1735379060,1476820730
300636,同和药业,12.55,-1.10323089,41.10720375,43.66682789,3.22958078,1.509188818,5.77726333,23.7839965,化学制药,0.094489846,350264883,2.47,14.9929797,41.66110923,23.3644279,3.8859533,35.88944419,3320,33096474.74,220746478.7,4395824282,3635257422
300637,扬帆新材,6.96,0.143884892,-77.89249384,287.8414828,2.17704275,10.53164628,2.27220645,41.93859572,电子化学品,-0.06405683,234750130,-2.01,-9.507408446,46.69296761,-229.4677137,3.1969974,11.50522991,-2716,-15037349.28,158164544.7,1633860905,1630060327
300638,广和通,23.66,-2.633744856,37.32335858,40.99493261,5.84131501,-4.054629772,2.37881913,86.70552637,通信设备,0.222385117,631490432,5.62,7.747069069,59.19942445,34.28221908,4.0504578,20.8817354,2660,140434073.8,1812738115,14941063621,9636324794
300639,凯普生物,14.03,-0.142348754,4.77613607,3.57377888,1.24747568,0.045739511,1.4051726,4.89742811,医疗器械,0.148695097,439516016,5.29,15.32768939,18.58550576,-86.92204664,10.903381,61.65136637,2359,65353876.62,302111598.8,6166409704,6059768053
300640,德艺文创,6.06,6.129597198,38.65244266,37.71644606,2.26728886,0.246221554,2.38803685,8.5036456,家用轻工,0.02255885,312452427,0.85,3.951790298,22.10583188,-14.71022149,2.6727957,18.64938339,6716,7048567.54,178363906.2,1893461708,1337204751
300641,正丹股份,5.17,0.9765625,70.43594531,45.33458143,1.68027209,-2.636469299,1.3753974,127.7573414,化学制品,0.023490248,489604568,0.74,2.858996781,31.1947328,-63.37157782,3.0768826,7.382165244,5502,11500932.56,402271616.3,2531255617,2531255617
300642,透景生命,20.87,0.433108758,26.2646696,27.49813681,2.30685895,-1.339882797,4.95245835,36.87619388,医疗器械,0.067703388,164381741,0.75,8.589424936,9.329378424,111.1748977,9.0469337,57.74167097,7706,11129200.78,121844833.5,3430646935,2873944380
300643,万通智控,11.35,1.06856634,22.58646219,19.51652336,2.70386002,1.138156663,2.50033009,23.11753889,汽车零部件,0.06501909,230000000,1.57,6.683707996,26.69133024,-54.86797022,4.1977025,29.44095004,4364,14954390.74,242332306.1,2610500000,2603987938
300644,南京聚隆,15.42,0.652741514,31.1454363,30.05009216,2.09953292,0.223913883,1.02819812,60.60175616,塑料制品,0.112900058,107969800,1.56,3.627871651,49.59414569,-13.7816243,7.3444907,13.90783444,3415,12189796.67,321457108,1664894316,1310652568
300645,正元智慧,29.19,2.492977528,56.94526718,57.53450603,4.14660025,2.897457421,3.73361219,55.15042032,互联网服务,-0.059148292,140364054,-0.84,-7.231912376,49.74341648,8.152047721,7.0395018,41.79222781,-12338,-8302293.99,165228044.9,4097226736,4097226736
300647,超频三,6.72,0.900900901,-145.6067617,158.7555535,2.52686995,7.313710206,3.19947473,-21.87349829,消费电子,-0.030737187,457321024,-1.15,-22.4201757,50.29296742,-153.2303329,2.6594166,2.016971084,-5466,-14056761.84,144735517.7,3073197281,2980822784
300648,星云股份,32.06,0.281513919,625.5624202,529.6429889,4.6149618,8.833509454,3.60745975,-13.02230566,电池,-0.225829309,147783896,-3.21,-21.46139798,59.51386604,-4.286100565,6.9469697,29.00592795,-3549,-33373935.16,157004837.5,4737951706,3054206961
300649,杭州园林,18.99,1.118210863,-2747.404032,222.3935734,4.58090243,127.9324073,4.47681061,147.1620676,工程建设,0.079546255,132416609,1.94,14.79753357,50.06033744,-53.71110747,4.1454714,37.11764333,5968,10533245.3,71144871.14,2514591405,1995416484
300650,太龙股份,12.8,1.748807631,77.52915931,51.21047088,2.51668983,-1.640724441,0.95568027,5.30810924,光学光电子,0.023478994,218296126,0.48,0.946127142,43.04659293,-78.32615621,5.0860459,8.576708899,13629,5125373.53,536364642.1,2794190413,1913187072
300651,金陵体育,22.63,6.745283019,75.88009599,75.72992251,3.98062347,1.069744783,6.28732541,21.5518031,家用轻工,0.019274521,128747628,0.32,1.941883156,37.45029385,-2.97696464,5.6850391,31.67306282,29352,2481548.9,73625240.83,2913558822,1720524186
300652,雷迪克,20.31,0,20.91889537,20.08594938,1.65141119,3.03330954,3.33224794,16.322131,汽车零部件,0.163577181,102608133,1.34,13.11443032,17.73985288,-19.75185673,12.2985723,26.17310947,3104,16784349.14,127983821.9,2083971181,1870362401
300653,正海生物,36.58,-14.39269834,35.82066989,35.50751426,7.1685929,3.807809442,15.50828287,37.70644637,医疗器械,0.29666013,180000000,5.99,48.95358552,9.942375871,-2.946470499,5.1028145,89.78331975,3083,53398823.33,109080515.3,6584400000,6584400000
300654,世纪天鸿,18.95,-2.369912416,185.3274772,191.6974545,8.83973711,72.86570883,15.05769513,264.2895225,文化传媒,0.021739622,360188486,1,10.30024554,23.92263726,18.52452971,2.1437289,39.00762148,21792,7830361.54,84788699.16,6825571810,6052089717
300655,晶瑞电材,21.53,1.700519603,84.46800969,77.20804005,6.69784886,-4.003638794,7.92966205,32.62563824,电子化学品,0.030602601,585821190,0.92,6.455498726,34.15713638,-43.92064504,3.2144649,24.55454014,17588,17927652.35,295284440,12612730221,11934515069
300656,民德电子,32.69,-2.417910448,62.68694662,57.18907771,4.38405397,3.008811448,10.18981941,58.50434849,电子元件,0.037819845,156940611,0.51,6.952894136,31.41599356,-56.99960199,7.4565688,30.41795737,21609,5935469.57,73447580.39,5130388574,3785365094
300657,弘信电子,13.4,2.290076336,-18.9088756,-21.28214637,3.96414967,0.729950955,2.46491446,-63.66097068,电子元件,-0.152519842,488410056,-4.42,-12.98140464,59.55639795,-107.5278687,3.3802962,2.741060349,-2196,-74492224.46,639656223.5,6544694750,5970881304
300658,延江股份,7.93,0.762388818,73.05079839,74.85417474,1.60542342,0.999012206,1.80286385,10.53235804,美容护理,0.025066989,277303421,0.51,2.703128919,48.13857176,11.64847844,4.9395069,17.20553539,7909,6951161.83,314065647.8,2199016129,1514048961
300659,中孚信息,23.24,0.258843831,-12.29994632,-11.77197498,4.9084284,0.015409135,7.44333629,-19.6635716,软件开发,-0.509352842,226379797,-10.22,-83.95110185,37.85719415,14.26391781,4.7347131,58.44677365,-1141,-115307193,137350422.3,5261066482,3575218662
300660,江苏雷利,26.64,-0.075018755,26.74703196,26.99138317,2.27662754,4.083445144,2.4215746,23.44875554,电机,0.273587381,262128736,2.37,12.71346382,34.65413529,3.408052431,11.7015188,32.90800955,2434,71715114.33,704351712.8,6983109527,6980117722
300661,圣邦股份,123.39,0.398698129,68.70931173,50.61005256,12.57715376,3.152678977,15.11421666,90.81116702,半导体,0.084292471,358348826,0.87,5.442175648,18.07235313,-88.3977642,9.8529648,52.66266439,36596,30206107.9,513288137.3,44216661640,41812642425
300662,科锐国际,37.63,0.668806849,27.31634011,25.47635518,3.23880476,1.752814269,0.79691716,20.62733128,文化传媒,0.169202993,196806359,1.46,1.813638479,34.45633869,-37.02788557,11.6184836,7.169292095,5560,33300225.02,2392846905,7405823289,7386058395
300663,科蓝软件,13.94,-0.853485064,895.2978378,297.9848282,5.69769012,-37.60075585,5.45930515,-77.51879766,软件开发,-0.018321232,462181807,-0.69,-3.710888151,55.05992173,-242.1414596,2.4466055,32.26412176,-19022,-8467740.11,247080376.9,6442814390,5573353672
300664,鹏鹞环保,6.02,1.346801347,21.06809018,20.5988742,1.10741988,-1.133876198,2.65743797,18.29489279,环保行业,0.083635627,797165232,1.55,19.16500906,43.69213021,-7.220408555,5.4360592,37.58844276,1799,66671414.06,353377539.9,4798934697,4240860036
300665,飞鹿股份,7.95,1.403061224,-17.1728409,-14.81231852,3.01366924,0.004867538,2.10227204,-14.06436016,化学制品,0.019145098,190729815,0.68,3.081137117,69.94746541,135.0449985,2.6379803,20.69061066,10381,3651541.08,106123018.1,1516302029,1186616626
300666,江丰电子,62.5,-0.683298904,57.68172916,62.58266993,4.07065033,0.34311757,6.91802107,144.995741,半导体,0.210790994,265555583,1.38,9.162530451,25.43709244,67.37678443,15.353812,31.8037033,7413,55976725.35,564907916,16597223938,13001155438
300667,必创科技,16.5,1.413644745,418.3353123,834.6839614,2.65711945,-70.06676178,4.32232241,27.36083673,仪器仪表,0.07141775,200840639,1.16,6.84248095,23.3910894,38.02220569,6.1097321,32.32886559,5776,14343586.64,208651064.6,3313870544,2617368138
300668,杰恩设计,24.83,-0.520833333,66.55568835,130.3750281,4.1472674,1.597743718,6.08852561,100.2743844,工程咨询服务,0.049086578,120381273,0.82,5.617130926,22.62717595,136.7596429,5.9870748,25.1033687,12646,5909104.75,109605093.3,2989067009,1960229081
300669,沪宁股份,13.02,0.773993808,49.66829167,48.59668381,2.88594719,20.62845312,6.29069494,44.3830484,专用设备,0.039992725,192705526,0.89,10.31266203,8.504044342,-12.62845013,4.5115171,23.6169058,8139,7706819.17,74731617.75,2509025949,2336176243
300670,大烨智能,7.28,0.413793103,-12.63918271,-13.55953376,3.01069206,0.003105795,8.2243532,-126.8687476,电网设备,-0.062691828,316920479,-2.56,-40.65529637,59.69210136,-165.6789678,2.4180487,30.9683199,-2903,-19868324.18,49936043.57,2307181087,1544976058
300671,富满微,42.28,0.834724541,-32.68501559,-53.31288,4.32145482,-0.062765121,14.54708306,201.3050085,半导体,-0.245301373,217724473,-2.48,-42.71631294,33.38369935,-196.1198679,9.7837422,11.58594274,-4309,-53408112.22,137150819,9205390718,9175528058
300672,国科微,91.85,-2.505041928,90.74992767,131.3201736,4.89642602,-2.849302886,4.14053241,21.13598698,半导体,0.207443586,217250112,1.11,2.614087226,48.70857017,297.1094025,18.7585802,9.444832888,11069,45067142.19,1723015061,19954422787,16008435741
300673,佩蒂股份,13.65,0.589535741,57.17573416,27.21125204,2.00452952,0.560093631,2.23598788,11.91257092,农牧饲渔,-0.150238057,253420661,-2.03,-23.93311232,33.90245162,-233.3611724,6.8095779,14.0421575,-2271,-38073427.83,158582024.1,3459192023,2234875065
300674,宇信科技,17.9,-4.226859283,43.38196337,50.28711749,3.28333574,-1.677638457,2.72335564,54.61209845,互联网服务,0.058905615,710677844,1.09,4.798854719,29.33785514,2520.687457,5.4517727,21.99925931,7597,41862915.16,792954602,12721133408,12588308176
300675,建科院,16.28,0.308071473,41.84209185,32.64651997,4.24557281,0.565279578,5.03169535,50.70688771,工程咨询服务,-0.262612639,146666700,-6.62,-56.60071214,54.27059975,-71.62023174,3.8345827,-2.62789859,-1550,-38516529.17,59316967.03,2387733876,2387733876
300676,华大基因,59.56,-0.401337793,47.97593074,30.70374746,2.44537912,-1.053663035,3.7524641,29.56576333,医疗器械,0.099897121,413914325,0.41,4.334179894,25.22135311,-87.48579207,24.3561416,45.08621083,14905,41348849.29,953750622.8,24652737197,24474620039
300677,英科医疗,23.83,-1.447477254,40.00082383,24.95927866,1.00286557,-0.782298244,2.66172019,33.11213835,医疗器械,-0.23229794,658881068,-0.97,-9.33098833,29.09637584,-283.3166693,23.7619086,7.683350202,-2565,-153056715,1572919050,15701135850,11350363782
300678,中科信息,54.98,-9.108943627,210.386743,216.1216828,12.82169929,9.571358677,19.36898343,144.1347828,互联网服务,0.04742046,197590862,1.12,10.95643442,19.75491437,17.12824014,4.2880432,34.70697682,28985,9369849.59,74535937.15,10863545593,10187924468
300679,电连技术,30.2,0.902104911,31.7082432,28.76703331,3.06237057,1.860428251,4.50841686,56.87855404,消费电子,0.111269967,422157000,1.13,7.263091236,20.47458798,-46.67123366,9.8616413,31.79145646,6785,46973395.58,616360334.9,12749141400,10748536904
300680,隆盛科技,19.39,-1.222618441,51.49597238,59.27308266,2.63599915,-2.823891084,3.72833257,-156.0830242,汽车零部件,0.175106364,231024278,2.41,12.11544191,42.58705991,39.30276381,7.3558446,20.84721705,2768,40453821.33,339259839.7,4479560750,3354619633
300681,英搏尔,29.52,2.67826087,-2940.901421,201.650136,2.86520397,157.0734297,2.59591901,27.03460694,汽车零部件,-0.046662165,168051899,-0.45,-3.041648955,53.38049546,-142.5099078,10.3029314,16.97977587,-15816,-7841665.39,257809678.4,4960892058,3400062796
300682,朗新科技,23.39,-3.106876553,53.12769188,49.89105827,3.65861553,-2.497482106,5.87865267,41.21314737,互联网服务,0.018296567,1096895508,0.29,-1.081395014,25.16585496,-60.95316792,6.3158342,43.17914096,31960,20069422.58,652692873.7,25656385932,24853228790
300683,海特生物,34.1,1.126927639,-192.4572557,-318.1483697,1.71837856,-2.53368467,6.75206765,60.78497019,生物制品,-0.011245852,130894391,-0.06,-1.237271905,12.79242291,-119.1406856,19.8442886,43.77577168,-75806,-1472018.93,138635352,4463498733,3856519552
300684,中石科技,21.09,-4.310344828,31.11467765,30.6213444,3.42708353,0.54035188,3.62227894,13.79034871,消费电子,0.075161642,280852507,1.22,6.598353834,16.26807423,-12.68575319,6.1539206,23.65608976,7015,21109335.47,313734867.7,5923179373,3837584506
300685,艾德生物,25.97,-1.777609682,38.6625586,39.20530327,6.69382248,4.172827959,12.43857673,54.81561778,医疗器械,0.143956595,398156535,3.75,29.36872083,7.580097639,6.905592843,3.8796965,83.86951271,4510,57317259.24,195164302.8,10340125214,10324348465
300686,智动力,9.31,1.74863388,-7.93075342,-9.64930283,1.8139073,0.000219574,1.59298337,21.97393819,消费电子,-0.168993134,265624240,-2.63,-15.25473572,46.66401812,-521.6238986,5.1325666,1.838742234,-1377,-44888672.68,294842876.8,2472961674,1848061878
300687,赛意信息,28.18,0.967395199,52.20115978,45.62113434,4.73024381,4.614934391,4.95576327,62.19226194,互联网服务,-0.043343395,403863849,-0.73,-3.423615525,22.73635877,-225.5674162,5.9574096,25.75538521,-16254,-17504830.23,517060406.6,11380883265,8916517636
300688,创业黑马,29.68,-3.448275862,-66.35587302,-59.47576535,9.25967873,0.058117388,16.77726466,427.1616149,教育,-0.064617923,167379464,-1.92,-19.69195284,29.76829656,44.46700184,3.2052948,44.75863367,-11483,-10815713.39,48356539.63,4967822492,4024773466
300689,澄天伟业,19,1.822079314,48.78374392,51.95908292,3.23001517,0.27770703,3.9556679,25.70963403,通信设备,0.058800982,115600000,1.01,5.209102334,13.72953816,68.00602044,5.8823253,17.93174764,8078,6797393.5,127923950.7,2196400000,1871258206
300690,双一科技,14.74,2.646239554,31.3018708,29.74891523,1.78619704,-0.557512595,2.46238772,32.90414366,风电设备,0.041684267,165348919,0.51,5.643333051,20.01879087,-37.09568293,8.2521691,24.1072925,8840,6892448.44,121287392.7,2437243066,1613580754
300691,联合光电,14.53,2.036516854,50.03567251,69.71224427,2.41551732,-1.940350866,2.49878649,10.81628565,光学光电子,0.032063552,268215223,0.54,2.6123625,35.72039235,164.2542843,6.0152746,22.28477808,11329,8599932.65,329750339,3897167190,2875139283
300692,中环环保,7.43,-1.065246338,15.22420668,15.16587643,1.41463219,5.777414261,2.30589479,78.16354612,环保行业,0.105259261,423752983,1.98,22.91141088,62.83050928,-1.752038801,5.2522487,44.91647922,1765,44603925.82,200757142,3148484664,2783121286
300693,盛弘股份,64.22,-0.588235294,50.41620669,59.35424616,11.4244021,0.384481467,7.74397158,38.89572098,电源设备,0.302999967,206608093,5.71,13.97869765,54.39383212,172.527534,5.4027197,42.52702032,5299,62602245.33,447840327.6,13268371732,10620697306
300694,蠡湖股份,9.76,0.411522634,43.19642247,44.06740245,1.64636378,0.029927329,1.41029869,30.28634688,汽车零部件,0.04891388,215316977,0.83,2.766748039,33.98928862,10.04706258,5.9282159,15.39368257,4988,10531988.69,372151701.8,2101493696,2030352812
300695,兆丰股份,44.95,0.424486148,21.15501177,19.37708102,1.35006896,0.67431104,5.89208782,23.99261771,汽车零部件,0.350394694,70929872,1.06,16.84940525,16.81409228,-35.74907318,33.2945957,30.40729105,3207,24853450.81,136028010.7,3188297746,3188297746
300696,爱乐达,22.54,0,32.54362148,31.07623549,3.41575021,-2.584662941,12.36198155,68.81583655,航天航空,0.19238132,293156493,2.96,37.57312258,12.27933895,-14.52969075,6.5988432,47.95121587,2929,56397833.21,150101533.6,6607747352,3998760565
300697,电工合金,11.18,0.630063006,29.31570866,32.91508008,3.61635656,4.329197441,1.66705916,17.56601728,有色金属,0.146520932,332800000,4.86,8.491759371,37.04772767,39.78688142,2.9115093,14.872749,1908,48762166.09,575245459.5,3720704000,1683595921
300698,万马科技,22.45,-0.355082113,70.76625397,97.83657176,7.31101503,0.034327431,5.58782732,-65.23173991,通信设备,0.015688376,134000000,0.51,2.294404231,48.26601599,121.7625294,3.070709,35.57304615,35775,2102242.32,88685067.01,3008300000,2774167670
300699,光威复材,30.65,-1.699807569,28.30090756,27.20874655,5.02074033,1.163150298,10.26237993,116.1803505,化学制品,0.206727602,829360000,3.4,29.39030879,19.45192115,-17.37488241,5.6671774,45.05147161,3707,171451603.6,556773222.1,25419884000,24997087418
300700,岱勒新材,15.01,1.693766938,34.23269459,37.12143801,4.14441504,0.01952131,5.01525003,75.8051047,通用设备,0.094171958,224950645,2.77,13.80134821,46.86563674,56.82049371,3.6217415,33.62895872,3985,21184042.65,153226755,3376509181,2579602990
300701,森霸传感,9.3,1.086956522,59.94598729,58.42186898,3.28428204,-1.398609599,9.71974817,45.57098847,光学光电子,0.028921565,270000000,1.03,13.12754962,9.824104541,-12.27614448,2.8316691,41.13473143,8039,7808822.46,59484234.95,2511000000,2239816724
300702,天宇股份,26.14,0.771010023,-87.93958353,-76.46849374,2.5269071,-0.17485266,3.37644462,224.6537655,化学制药,0.288058976,347977159,2.83,12.89708942,44.0054601,18.31474024,10.3446621,38.75060843,2269,100237944.3,777213687.7,9096122936,5471858544
300703,创源股份,9.49,2.373247033,28.197894,23.0464545,2.29125434,0.042997213,1.37232377,7.2395011,家用轻工,-0.053055555,181999640,-1.27,-3.731687999,40.24356878,-339.2962724,4.1418361,29.78167433,-4472,-9656091.99,250489770.9,1727176584,1588025435
300705,九典制药,24.83,-1.154458599,29.29931006,31.57249437,5.18617552,0.825187791,3.57924024,23.07206613,化学制药,0.224212377,342936227,4.65,15.32070866,32.71920888,37.38824432,4.5517284,74.90630482,2769,76890546.67,501873303.5,8515106516,5299033939
